Month,L,M,S,SD,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
38.0,1,97.3749,0.039,3.7976,85.6,88.5,90.2,91.1,92.5,93.4,94.8,97.4,99.9,101.3,102.2,103.6,104.5,106.2,109.1
39.0,1,98.0073,0.03919,3.8409,86.1,89.1,90.8,91.7,93.1,94.0,95.4,98.0,100.6,102.0,102.9,104.3,105.2,106.9,109.9
40.0,1,98.631,0.03937,3.8831,86.6,89.6,91.3,92.2,93.7,94.6,96.0,98.6,101.3,102.7,103.6,105.0,105.9,107.7,110.6
41.0,1,99.2459,0.03954,3.9242,87.1,90.1,91.9,92.8,94.2,95.2,96.6,99.2,101.9,103.3,104.3,105.7,106.6,108.4,111.4
42.0,1,99.8515,0.03971,3.9651,87.6,90.6,92.4,93.3,94.8,95.7,97.2,99.9,102.5,104.0,104.9,106.4,107.3,109.1,112.1
43.0,1,100.4485,0.03986,4.0039,88.1,91.1,92.9,93.9,95.3,96.3,97.7,100.4,103.1,104.6,105.6,107.0,108.0,109.8,112.8
44.0,1,101.0374,0.04002,4.0435,88.5,91.6,93.4,94.4,95.9,96.8,98.3,101.0,103.8,105.2,106.2,107.7,108.6,110.4,113.5
45.0,1,101.6186,0.04016,4.081,89.0,92.1,93.9,94.9,96.4,97.4,98.9,101.6,104.4,105.8,106.8,108.3,109.3,111.1,114.2
46.0,1,102.1933,0.04031,4.1194,89.5,92.6,94.4,95.4,96.9,97.9,99.4,102.2,105.0,106.5,107.5,109.0,109.9,111.8,114.9
47.0,1,102.7625,0.04045,4.1567,89.9,93.1,94.9,95.9,97.4,98.5,100.0,102.8,105.6,107.1,108.1,109.6,110.6,112.4,115.6
48.0,1,103.3273,0.04059,4.1941,90.4,93.6,95.4,96.4,98.0,99.0,100.5,103.3,106.2,107.7,108.7,110.2,111.2,113.1,116.3
49.0,1,103.8886,0.04073,4.2314,90.8,94.0,95.9,96.9,98.5,99.5,101.0,103.9,106.7,108.3,109.3,110.8,111.8,113.7,117.0
50.0,1,104.4473,0.04086,4.2677,91.3,94.5,96.4,97.4,99.0,100.0,101.6,104.4,107.3,108.9,109.9,111.5,112.5,114.4,117.6
51.0,1,105.0041,0.041,4.3052,91.7,95.0,96.9,97.9,99.5,100.5,102.1,105.0,107.9,109.5,110.5,112.1,113.1,115.0,118.3
52.0,1,105.5596,0.04113,4.3417,92.1,95.5,97.4,98.4,100.0,101.1,102.6,105.6,108.5,110.1,111.1,112.7,113.7,115.7,119.0
53.0,1,106.1138,0.04126,4.3783,92.6,95.9,97.9,98.9,100.5,101.6,103.2,106.1,109.1,110.7,111.7,113.3,114.3,116.3,119.6
54.0,1,106.6668,0.04139,4.4149,93.0,96.4,98.4,99.4,101.0,102.1,103.7,106.7,109.6,111.2,112.3,113.9,115.0,116.9,120.3
55.0,1,107.2188,0.04152,4.4517,93.5,96.9,98.8,99.9,101.5,102.6,104.2,107.2,110.2,111.8,112.9,114.5,115.6,117.6,121.0
56.0,1,107.7697,0.04165,4.4886,93.9,97.3,99.3,100.4,102.0,103.1,104.7,107.8,110.8,112.4,113.5,115.2,116.2,118.2,121.6
57.0,1,108.3198,0.04177,4.5245,94.3,97.8,99.8,100.9,102.5,103.6,105.3,108.3,111.4,113.0,114.1,115.8,116.8,118.8,122.3
58.0,1,108.8689,0.0419,4.5616,94.8,98.3,100.3,101.4,103.0,104.1,105.8,108.9,111.9,113.6,114.7,116.4,117.4,119.5,123.0
59.0,1,109.417,0.04202,4.5977,95.2,98.7,100.8,101.9,103.5,104.7,106.3,109.4,112.5,114.2,115.3,117.0,118.1,120.1,123.6
60.0,1,109.9638,0.04214,4.6339,95.6,99.2,101.2,102.3,104.0,105.2,106.8,110.0,113.1,114.8,115.9,117.6,118.7,120.7,124.3
